Relative_Compactness,Wall_Area,Roof_Area,Heating_Load,Cooling_Load,Ori_3,Ori_4,Ori_5,GA_0.1,GA_0.25,GA_0.4,GD_1,GD_2,GD_3,GD_4,GD_5
0.69,294.0,220.5,11.45,13.2,False,False,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,11.46,13.54,True,False,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,11.32,13.32,False,True,False,True,False,False,False,True,False,False,False
0.69,294.0,220.5,11.49,13.51,False,False,True,True,False,False,False,True,False,False,False
0.66,318.5,220.5,11.45,14.86,False,False,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,11.42,14.75,True,False,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,11.33,15.0,False,True,False,True,False,False,False,True,False,False,False
0.66,318.5,220.5,11.43,14.74,False,False,True,True,False,False,False,True,False,False,False
0.64,343.0,220.5,15.41,19.23,False,False,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,15.18,19.34,True,False,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,15.34,19.32,False,True,False,True,False,False,False,True,False,False,False
0.64,343.0,220.5,15.19,19.3,False,False,True,True,False,False,False,True,False,False,False
0.62,367.5,220.5,12.88,14.37,False,False,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,13.0,14.57,True,False,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,12.97,14.27,False,True,False,True,False,False,False,True,False,False,False
0.62,367.5,220.5,13.04,14.24,False,False,True,True,False,False,False,True,False,False,False
0.74,245.0,220.5,10.39,13.6,False,False,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,10.34,13.36,True,False,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,10.35,13.65,False,True,False,True,False,False,False,False,True,False,False
0.74,245.0,220.5,10.38,13.49,False,False,True,True,False,False,False,False,True,False,False
0.71,269.5,220.5,10.77,14.14,False,False,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,10.68,13.77,True,False,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,10.68,14.3,False,True,False,True,False,False,False,False,True,False,False
0.71,269.5,220.5,10.7,13.87,False,False,True,True,False,False,False,False,True,False,False
0.69,294.0,220.5,11.22,14.44,False,False,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,11.16,14.27,True,False,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,11.1,14.67,False,True,False,True,False,False,False,False,True,False,False
0.69,294.0,220.5,11.14,14.4,False,False,True,True,False,False,False,False,True,False,False
0.66,318.5,220.5,11.59,13.46,False,False,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,11.6,13.7,True,False,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,11.53,13.59,False,True,False,True,False,False,False,False,True,False,False
0.66,318.5,220.5,11.61,13.83,False,False,True,True,False,False,False,False,True,False,False
0.64,343.0,220.5,15.16,19.14,False,False,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,15.36,19.18,True,False,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,15.12,19.37,False,True,False,True,False,False,False,False,True,False,False
0.64,343.0,220.5,15.36,19.29,False,False,True,True,False,False,False,False,True,False,False
0.62,367.5,220.5,12.68,14.09,False,False,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,12.63,14.23,True,False,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,12.71,14.14,False,True,False,True,False,False,False,False,True,False,False
0.62,367.5,220.5,12.73,13.89,False,False,True,True,False,False,False,False,True,False,False
0.74,245.0,220.5,10.08,13.2,False,False,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,10.15,13.36,True,False,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,10.07,13.21,False,True,False,True,False,False,False,False,False,True,False
0.74,245.0,220.5,10.14,13.53,False,False,True,True,False,False,False,False,False,True,False
0.71,269.5,220.5,10.66,13.67,False,False,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,10.68,14.12,True,False,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,10.53,13.79,False,True,False,True,False,False,False,False,False,True,False
0.71,269.5,220.5,10.72,14.2,False,False,True,True,False,False,False,False,False,True,False
0.69,294.0,220.5,11.18,14.29,False,False,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,11.22,14.49,True,False,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,11.07,14.42,False,True,False,True,False,False,False,False,False,True,False
0.69,294.0,220.5,11.2,14.73,False,False,True,True,False,False,False,False,False,True,False
0.66,318.5,220.5,11.44,14.86,False,False,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,11.42,14.67,True,False,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,11.33,15.0,False,True,False,True,False,False,False,False,False,True,False
0.66,318.5,220.5,11.43,14.83,False,False,True,True,False,False,False,False,False,True,False
0.64,343.0,220.5,15.4,19.24,False,False,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,15.19,19.25,True,False,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,15.32,19.42,False,True,False,True,False,False,False,False,False,True,False
0.64,343.0,220.5,15.16,19.48,False,False,True,True,False,False,False,False,False,True,False
0.62,367.5,220.5,12.85,14.37,False,False,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.04,14.34,True,False,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.0,14.28,False,True,False,True,False,False,False,False,False,True,False
0.62,367.5,220.5,13.0,14.47,False,False,True,True,False,False,False,False,False,True,False
0.74,245.0,220.5,10.47,13.65,False,False,False,True,False,False,False,False,False,False,True
0.74,245.0,220.5,10.37,13.44,True,False,False,True,False,False,False,False,False,False,True
0.74,245.0,220.5,10.34,13.72,False,True,False,True,False,False,False,False,False,False,True
0.74,245.0,220.5,10.39,13.5,False,False,True,True,False,False,False,False,False,False,True
0.71,269.5,220.5,10.78,14.18,False,False,False,True,False,False,False,False,False,False,True
0.71,269.5,220.5,10.7,13.75,True,False,False,True,False,False,False,False,False,False,True
0.71,269.5,220.5,10.67,14.26,False,True,False,True,False,False,False,False,False,False,True
0.71,269.5,220.5,13.69,13.89,False,False,True,True,False,False,False,False,False,False,True
0.69,294.0,220.5,11.21,14.55,False,False,False,True,False,False,False,False,False,False,True
0.69,294.0,220.5,11.14,14.28,True,False,False,True,False,False,False,False,False,False,True
0.69,294.0,220.5,11.11,14.46,False,True,False,True,False,False,False,False,False,False,True
0.69,294.0,220.5,11.16,14.39,False,False,True,True,False,False,False,False,False,False,True
0.66,318.5,220.5,11.38,14.54,False,False,False,True,False,False,False,False,False,False,True
0.66,318.5,220.5,11.34,14.81,True,False,False,True,False,False,False,False,False,False,True
0.66,318.5,220.5,11.22,14.65,False,True,False,True,False,False,False,False,False,False,True
0.66,318.5,220.5,11.34,14.87,False,False,True,True,False,False,False,False,False,False,True
0.64,343.0,220.5,15.16,19.24,False,False,False,True,False,False,False,False,False,False,True
0.64,343.0,220.5,15.37,19.18,True,False,False,True,False,False,False,False,False,False,True
0.64,343.0,220.5,15.12,19.26,False,True,False,True,False,False,False,False,False,False,True
0.64,343.0,220.5,15.36,19.29,False,False,True,True,False,False,False,False,False,False,True
0.62,367.5,220.5,12.59,14.24,False,False,False,True,False,False,False,False,False,False,True
0.62,367.5,220.5,12.74,13.97,True,False,False,True,False,False,False,False,False,False,True
0.62,367.5,220.5,12.8,13.99,False,True,False,True,False,False,False,False,False,False,True
0.62,367.5,220.5,12.62,14.15,False,False,True,True,False,False,False,False,False,False,True
0.74,245.0,220.5,12.43,15.19,False,False,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,12.5,15.5,True,False,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,12.41,15.28,False,True,False,False,True,False,True,False,False,False,False
0.74,245.0,220.5,12.45,15.5,False,False,True,False,True,False,True,False,False,False,False
0.71,269.5,220.5,12.57,15.42,False,False,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,12.65,15.85,True,False,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,12.57,15.44,False,True,False,False,True,False,True,False,False,False,False
0.71,269.5,220.5,12.63,15.81,False,False,True,False,True,False,True,False,False,False,False
0.69,294.0,220.5,12.78,15.21,False,False,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,12.93,15.63,True,False,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,12.73,15.48,False,True,False,False,True,False,True,False,False,False,False
0.69,294.0,220.5,12.72,15.78,False,False,True,False,True,False,True,False,False,False,False
0.66,318.5,220.5,13.17,16.39,False,False,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,13.18,16.27,True,False,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,13.17,16.39,False,True,False,False,True,False,True,False,False,False,False
0.66,318.5,220.5,13.18,16.19,False,False,True,False,True,False,True,False,False,False,False
0.64,343.0,220.5,17.5,21.13,False,False,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,17.35,21.19,True,False,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,17.52,21.09,False,True,False,False,True,False,True,False,False,False,False
0.64,343.0,220.5,17.37,21.08,False,False,True,False,True,False,True,False,False,False,False
0.62,367.5,220.5,15.09,15.77,False,False,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,15.12,15.95,True,False,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,15.08,15.77,False,True,False,False,True,False,True,False,False,False,False
0.62,367.5,220.5,15.16,15.76,False,False,True,False,True,False,True,False,False,False,False
0.74,245.0,220.5,12.35,14.73,False,False,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,12.45,15.1,True,False,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,12.16,15.18,False,True,False,False,True,False,False,True,False,False,False
0.74,245.0,220.5,12.3,15.44,False,False,True,False,True,False,False,True,False,False,False
0.71,269.5,220.5,12.33,14.91,False,False,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,12.29,15.4,True,False,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,12.2,14.94,False,True,False,False,True,False,False,True,False,False,False
0.71,269.5,220.5,12.49,15.32,False,False,True,False,True,False,False,True,False,False,False
0.69,294.0,220.5,12.85,15.52,False,False,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,12.87,15.85,True,False,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,12.73,15.66,False,True,False,False,True,False,False,True,False,False,False
0.69,294.0,220.5,12.95,15.99,False,False,True,False,True,False,False,True,False,False,False
0.66,318.5,220.5,13.05,15.89,False,False,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,12.93,15.85,True,False,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,12.77,16.22,False,True,False,False,True,False,False,True,False,False,False
0.66,318.5,220.5,13.0,15.87,False,False,True,False,True,False,False,True,False,False,False
0.64,343.0,220.5,17.14,20.47,False,False,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,16.84,20.56,True,False,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,17.02,20.48,False,True,False,False,True,False,False,True,False,False,False
0.64,343.0,220.5,17.11,20.43,False,False,True,False,True,False,False,True,False,False,False
0.62,367.5,220.5,14.34,15.32,False,False,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,14.66,15.64,True,False,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,14.6,15.14,False,True,False,False,True,False,False,True,False,False,False
0.62,367.5,220.5,14.6,15.3,False,False,True,False,True,False,False,True,False,False,False
0.74,245.0,220.5,11.8,14.49,False,False,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,12.03,13.79,True,False,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,11.98,14.72,False,True,False,False,True,False,False,False,True,False,False
0.74,245.0,220.5,11.69,14.76,False,False,True,False,True,False,False,False,True,False,False
0.71,269.5,220.5,12.41,14.92,False,False,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,12.28,14.74,True,False,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,12.1,15.57,False,True,False,False,True,False,False,False,True,False,False
0.71,269.5,220.5,12.19,14.94,False,False,True,False,True,False,False,False,True,False,False
0.69,294.0,220.5,12.34,14.92,False,False,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,12.46,14.38,True,False,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,12.31,15.44,False,True,False,False,True,False,False,False,True,False,False
0.69,294.0,220.5,12.12,15.17,False,False,True,False,True,False,False,False,True,False,False
0.66,318.5,220.5,12.97,15.53,False,False,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,13.01,15.8,True,False,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,12.74,16.14,False,True,False,False,True,False,False,False,True,False,False
0.66,318.5,220.5,12.84,16.26,False,False,True,False,True,False,False,False,True,False,False
0.64,343.0,220.5,16.83,19.87,False,False,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,16.93,20.03,True,False,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,16.66,20.46,False,True,False,False,True,False,False,False,True,False,False
0.64,343.0,220.5,16.86,20.28,False,False,True,False,True,False,False,False,True,False,False
0.62,367.5,220.5,13.91,14.89,False,False,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,14.34,14.96,True,False,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,13.95,14.89,False,True,False,False,True,False,False,False,True,False,False
0.62,367.5,220.5,13.99,14.35,False,False,True,False,True,False,False,False,True,False,False
0.74,245.0,220.5,12.32,14.92,False,False,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,12.3,15.24,True,False,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,12.18,15.03,False,True,False,False,True,False,False,False,False,True,False
0.74,245.0,220.5,12.43,15.35,False,False,True,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.36,14.67,False,False,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.49,15.09,True,False,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.17,15.2,False,True,False,False,True,False,False,False,False,True,False
0.71,269.5,220.5,12.28,15.64,False,False,True,False,True,False,False,False,False,True,False
0.69,294.0,220.5,12.91,15.37,False,False,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,12.95,15.73,True,False,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,12.67,15.83,False,True,False,False,True,False,False,False,False,True,False
0.69,294.0,220.5,12.86,16.13,False,False,True,False,True,False,False,False,False,True,False
0.66,318.5,220.5,12.95,15.95,False,False,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,13.0,15.59,True,False,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,12.86,16.17,False,True,False,False,True,False,False,False,False,True,False
0.66,318.5,220.5,12.92,16.14,False,False,True,False,True,False,False,False,False,True,False
0.64,343.0,220.5,16.99,19.65,False,False,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,16.69,19.76,True,False,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,16.56,20.37,False,True,False,False,True,False,False,False,False,True,False
0.64,343.0,220.5,16.62,19.9,False,False,True,False,True,False,False,False,False,True,False
0.62,367.5,220.5,14.33,15.41,False,False,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,14.61,15.56,True,False,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,14.61,15.07,False,True,False,False,True,False,False,False,False,True,False
0.62,367.5,220.5,14.65,15.38,False,False,True,False,True,False,False,False,False,True,False
0.74,245.0,220.5,12.12,14.48,False,False,False,False,True,False,False,False,False,False,True
0.74,245.0,220.5,11.67,14.58,True,False,False,False,True,False,False,False,False,False,True
0.74,245.0,220.5,11.64,14.81,False,True,False,False,True,False,False,False,False,False,True
0.74,245.0,220.5,12.02,14.03,False,False,True,False,True,False,False,False,False,False,True
0.71,269.5,220.5,12.27,15.27,False,False,False,False,True,False,False,False,False,False,True
0.71,269.5,220.5,12.19,14.71,True,False,False,False,True,False,False,False,False,False,True
0.71,269.5,220.5,12.25,15.23,False,True,False,False,True,False,False,False,False,False,True
0.71,269.5,220.5,12.27,14.97,False,False,True,False,True,False,False,False,False,False,True
0.69,294.0,220.5,12.47,15.14,False,False,False,False,True,False,False,False,False,False,True
0.69,294.0,220.5,12.12,14.97,True,False,False,False,True,False,False,False,False,False,True
0.69,294.0,220.5,12.18,15.22,False,True,False,False,True,False,False,False,False,False,True
0.69,294.0,220.5,12.47,14.6,False,False,True,False,True,False,False,False,False,False,True
0.66,318.5,220.5,12.93,15.83,False,False,False,False,True,False,False,False,False,False,True
0.66,318.5,220.5,12.82,16.03,True,False,False,False,True,False,False,False,False,False,True
0.66,318.5,220.5,12.78,15.8,False,True,False,False,True,False,False,False,False,False,True
0.66,318.5,220.5,13.02,16.06,False,False,True,False,True,False,False,False,False,False,True
0.64,343.0,220.5,16.73,20.13,False,False,False,False,True,False,False,False,False,False,True
0.64,343.0,220.5,16.86,20.01,True,False,False,False,True,False,False,False,False,False,True
0.64,343.0,220.5,16.76,20.19,False,True,False,False,True,False,False,False,False,False,True
0.64,343.0,220.5,16.92,20.29,False,False,True,False,True,False,False,False,False,False,True
0.62,367.5,220.5,13.68,15.19,False,False,False,False,True,False,False,False,False,False,True
0.62,367.5,220.5,13.99,14.61,True,False,False,False,True,False,False,False,False,False,True
0.62,367.5,220.5,14.16,14.61,False,True,False,False,True,False,False,False,False,False,True
0.62,367.5,220.5,13.86,14.75,False,False,True,False,True,False,False,False,False,False,True
0.74,245.0,220.5,14.52,16.94,False,False,False,False,False,True,True,False,False,False,False
0.74,245.0,220.5,14.61,17.25,True,False,False,False,False,True,True,False,False,False,False
0.74,245.0,220.5,14.5,17.03,False,True,False,False,False,True,True,False,False,False,False
0.74,245.0,220.5,14.55,17.25,False,False,True,False,False,True,True,False,False,False,False
0.71,269.5,220.5,14.51,17.1,False,False,False,False,False,True,True,False,False,False,False
0.71,269.5,220.5,14.6,17.51,True,False,False,False,False,True,True,False,False,False,False
0.71,269.5,220.5,14.5,17.12,False,True,False,False,False,True,True,False,False,False,False
0.71,269.5,220.5,14.58,17.47,False,False,True,False,False,True,True,False,False,False,False
0.69,294.0,220.5,14.51,16.5,False,False,False,False,False,True,True,False,False,False,False
0.69,294.0,220.5,14.7,17.0,True,False,False,False,False,True,True,False,False,False,False
0.69,294.0,220.5,14.42,16.87,False,True,False,False,False,True,True,False,False,False,False
0.69,294.0,220.5,14.42,17.2,False,False,True,False,False,True,True,False,False,False,False
0.66,318.5,220.5,15.23,18.14,False,False,False,False,False,True,True,False,False,False,False
0.66,318.5,220.5,15.23,18.03,True,False,False,False,False,True,True,False,False,False,False
0.66,318.5,220.5,15.23,18.14,False,True,False,False,False,True,True,False,False,False,False
0.66,318.5,220.5,15.23,17.95,False,False,True,False,False,True,True,False,False,False,False
0.64,343.0,220.5,19.52,22.72,False,False,False,False,False,True,True,False,False,False,False
0.64,343.0,220.5,19.36,22.73,True,False,False,False,False,True,True,False,False,False,False
0.64,343.0,220.5,19.48,22.72,False,True,False,False,False,True,True,False,False,False,False
0.64,343.0,220.5,19.42,22.53,False,False,True,False,False,True,True,False,False,False,False
0.62,367.5,220.5,15.09,17.2,False,False,False,False,False,True,True,False,False,False,False
0.62,367.5,220.5,17.17,17.21,True,False,False,False,False,True,True,False,False,False,False
0.62,367.5,220.5,17.14,17.15,False,True,False,False,False,True,True,False,False,False,False
0.62,367.5,220.5,17.14,17.2,False,False,True,False,False,True,True,False,False,False,False
0.74,245.0,220.5,14.54,16.43,False,False,False,False,False,True,False,True,False,False,False
0.74,245.0,220.5,14.45,16.93,True,False,False,False,False,True,False,True,False,False,False
0.74,245.0,220.5,14.18,16.99,False,True,False,False,False,True,False,True,False,False,False
0.74,245.0,220.5,14.5,17.03,False,False,True,False,False,True,False,True,False,False,False
0.71,269.5,220.5,14.7,16.77,False,False,False,False,False,True,False,True,False,False,False
0.71,269.5,220.5,14.66,17.37,True,False,False,False,False,True,False,True,False,False,False
0.71,269.5,220.5,14.4,17.27,False,True,False,False,False,True,False,True,False,False,False
0.71,269.5,220.5,14.71,17.51,False,False,True,False,False,True,False,True,False,False,False
0.69,294.0,220.5,14.75,16.44,False,False,False,False,False,True,False,True,False,False,False
0.69,294.0,220.5,14.71,17.01,True,False,False,False,False,True,False,True,False,False,False
0.69,294.0,220.5,14.33,17.23,False,True,False,False,False,True,False,True,False,False,False
0.69,294.0,220.5,14.62,17.22,False,False,True,False,False,True,False,True,False,False,False
0.66,318.5,220.5,15.34,17.85,False,False,False,False,False,True,False,True,False,False,False
0.66,318.5,220.5,15.29,17.89,True,False,False,False,False,True,False,True,False,False,False
0.66,318.5,220.5,15.09,18.36,False,True,False,False,False,True,False,True,False,False,False
0.66,318.5,220.5,15.3,18.15,False,False,True,False,False,True,False,True,False,False,False
0.64,343.0,220.5,19.2,21.72,False,False,False,False,False,True,False,True,False,False,False
0.64,343.0,220.5,18.88,22.07,True,False,False,False,False,True,False,True,False,False,False
0.64,343.0,220.5,18.9,22.09,False,True,False,False,False,True,False,True,False,False,False
0.64,343.0,220.5,19.12,21.93,False,False,True,False,False,True,False,True,False,False,False
0.62,367.5,220.5,16.76,17.36,False,False,False,False,False,True,False,True,False,False,False
0.62,367.5,220.5,17.23,17.38,True,False,False,False,False,True,False,True,False,False,False
0.62,367.5,220.5,17.26,16.86,False,True,False,False,False,True,False,True,False,False,False
0.62,367.5,220.5,17.15,16.99,False,False,True,False,False,True,False,True,False,False,False
0.74,245.0,220.5,13.97,16.08,False,False,False,False,False,True,False,False,True,False,False
0.74,245.0,220.5,14.22,15.39,True,False,False,False,False,True,False,False,True,False,False
0.74,245.0,220.5,14.1,16.57,False,True,False,False,False,True,False,False,True,False,False
0.74,245.0,220.5,13.78,16.6,False,False,True,False,False,True,False,False,True,False,False
0.71,269.5,220.5,14.07,16.11,False,False,False,False,False,True,False,False,True,False,False
0.71,269.5,220.5,14.03,15.47,True,False,False,False,False,True,False,False,True,False,False
0.71,269.5,220.5,13.94,16.7,False,True,False,False,False,True,False,False,True,False,False
0.71,269.5,220.5,13.86,16.1,False,False,True,False,False,True,False,False,True,False,False
0.69,294.0,220.5,14.32,16.35,False,False,False,False,False,True,False,False,True,False,False
0.69,294.0,220.5,14.56,15.84,True,False,False,False,False,True,False,False,True,False,False
0.69,294.0,220.5,14.33,16.99,False,True,False,False,False,True,False,False,True,False,False
0.69,294.0,220.5,14.08,17.02,False,False,True,False,False,True,False,False,True,False,False
0.66,318.5,220.5,15.16,17.04,False,False,False,False,False,True,False,False,True,False,False
0.66,318.5,220.5,15.18,17.63,True,False,False,False,False,True,False,False,True,False,False
0.66,318.5,220.5,14.72,18.1,False,True,False,False,False,True,False,False,True,False,False
0.66,318.5,220.5,14.9,18.22,False,False,True,False,False,True,False,False,True,False,False
